"","g","date","start_et","x","x_2","away_indicator","opponent","x_4","x_5","tm","opp","w","l","streak","notes","diff","avg_diff","away","daysbetweengames","year"
"716",76,"Sat, Apr 1, 2017","3:30p",NA,"Box Score","@","Los Angeles Clippers","L","",104,115,21,55,"L 4","",-11,-7.60526315789474,39,2,2017
"717",77,"Sun, Apr 2, 2017","3:30p",NA,"Box Score","","Memphis Grizzlies","W","",108,103,22,55,"W 1","",5,-7.44155844155844,39,1,2017
"718",78,"Wed, Apr 5, 2017","8:30p",NA,"Box Score","@","San Antonio Spurs","W","",102,95,23,55,"W 2","",7,-7.25641025641026,40,3,2017
"719",79,"Fri, Apr 7, 2017","10:30p",NA,"Box Score","","Sacramento Kings","W","",98,94,24,55,"W 3","",4,-7.11392405063291,40,2,2017
"720",80,"Sun, Apr 9, 2017","9:30p",NA,"Box Score","","Minnesota Timberwolves","W","",110,109,25,55,"W 4","",1,-7.0125,40,2,2017
"721",81,"Tue, Apr 11, 2017","10:30p",NA,"Box Score","","New Orleans Pelicans","W","",108,96,26,55,"W 5","",12,-6.77777777777778,40,2,2017
"722",82,"Wed, Apr 12, 2017","10:30p",NA,"Box Score","@","Golden State Warriors","L","",94,109,26,56,"L 1","",-15,-6.8780487804878,41,1,2017
"723",1,"Thu, Oct 19, 2017","10:30p",NA,"Box Score","","Los Angeles Clippers","L","",92,108,0,1,"L 1","",-16,-16,0,NA,2018
"724",2,"Fri, Oct 20, 2017","10:00p",NA,"Box Score","@","Phoenix Suns","W","",132,130,1,1,"W 1","",2,-7,1,1,2018
"725",3,"Sun, Oct 22, 2017","9:30p",NA,"Box Score","","New Orleans Pelicans","L","",112,119,1,2,"L 1","",-7,-7,1,2,2018
"726",4,"Wed, Oct 25, 2017","10:30p",NA,"Box Score","","Washington Wizards","W","OT",102,99,2,2,"W 1","",3,-4.5,1,3,2018
"727",5,"Fri, Oct 27, 2017","10:30p",NA,"Box Score","","Toronto Raptors","L","",92,101,2,3,"L 1","",-9,-5.4,1,2,2018
"728",6,"Sat, Oct 28, 2017","9:00p",NA,"Box Score","@","Utah Jazz","L","",81,96,2,4,"L 2","",-15,-7,2,1,2018
"729",7,"Tue, Oct 31, 2017","10:30p",NA,"Box Score","","Detroit Pistons","W","",113,93,3,4,"W 1","",20,-3.14285714285714,2,3,2018
"730",8,"Thu, Nov 2, 2017","10:30p",NA,"Box Score","@","Portland Trail Blazers","L","",110,113,3,5,"L 1","",-3,-3.125,3,2,2018
"731",9,"Fri, Nov 3, 2017","10:30p",NA,"Box Score","","Brooklyn Nets","W","",124,112,4,5,"W 1","",12,-1.44444444444444,3,1,2018
"732",10,"Sun, Nov 5, 2017","9:30p",NA,"Box Score","","Memphis Grizzlies","W","",107,102,5,5,"W 2","",5,-0.8,3,2,2018
"733",11,"Wed, Nov 8, 2017","8:00p",NA,"Box Score","@","Boston Celtics","L","",96,107,5,6,"L 1","",-11,-1.72727272727273,4,3,2018
"734",12,"Thu, Nov 9, 2017","7:00p",NA,"Box Score","@","Washington Wizards","L","",95,111,5,7,"L 2","",-16,-2.91666666666667,5,1,2018
"735",13,"Sat, Nov 11, 2017","8:30p",NA,"Box Score","@","Milwaukee Bucks","L","",90,98,5,8,"L 3","",-8,-3.30769230769231,6,2,2018
"736",14,"Mon, Nov 13, 2017","9:00p",NA,"Box Score","@","Phoenix Suns","W","",100,93,6,8,"W 1","",7,-2.57142857142857,7,2,2018
"737",15,"Wed, Nov 15, 2017","10:30p",NA,"Box Score","","Philadelphia 76ers","L","",109,115,6,9,"L 1","",-6,-2.8,7,2,2018
"738",16,"Fri, Nov 17, 2017","10:30p",NA,"Box Score","","Phoenix Suns","L","",113,122,6,10,"L 2","",-9,-3.1875,7,2,2018
"739",17,"Sun, Nov 19, 2017","9:30p",NA,"Box Score","","Denver Nuggets","W","",127,109,7,10,"W 1","",18,-1.94117647058824,7,2,2018
"740",18,"Tue, Nov 21, 2017","10:30p",NA,"Box Score","","Chicago Bulls","W","",103,94,8,10,"W 2","",9,-1.33333333333333,7,2,2018
"741",19,"Wed, Nov 22, 2017","10:30p",NA,"Box Score","@","Sacramento Kings","L","",102,113,8,11,"L 1","",-11,-1.84210526315789,8,1,2018
"742",20,"Mon, Nov 27, 2017","10:30p",NA,"Box Score","@","Los Angeles Clippers","L","",115,120,8,12,"L 2","",-5,-2,9,5,2018
"743",21,"Wed, Nov 29, 2017","10:30p",NA,"Box Score","","Golden State Warriors","L","OT",123,127,8,13,"L 3","",-4,-2.0952380952381,9,2,2018
"744",22,"Sat, Dec 2, 2017","9:00p",NA,"Box Score","@","Denver Nuggets","L","",100,115,8,14,"L 4","",-15,-2.68181818181818,10,3,2018
"745",23,"Sun, Dec 3, 2017","9:30p",NA,"Box Score","","Houston Rockets","L","",95,118,8,15,"L 5","",-23,-3.56521739130435,10,1,2018
"746",24,"Thu, Dec 7, 2017","8:00p",NA,"Box Score","@","Philadelphia 76ers","W","",107,104,9,15,"W 1","",3,-3.29166666666667,11,4,2018
"747",25,"Sat, Dec 9, 2017","7:00p",NA,"Box Score","@","Charlotte Hornets","W","",110,99,10,15,"W 2","",11,-2.72,12,2,2018
"748",26,"Tue, Dec 12, 2017","7:00p",NA,"Box Score","@","New York Knicks","L","OT",109,113,10,16,"L 1","",-4,-2.76923076923077,13,3,2018
"749",27,"Thu, Dec 14, 2017","8:00p",NA,"Box Score","@","Cleveland Cavaliers","L","",112,121,10,17,"L 2","",-9,-3,14,2,2018
"750",28,"Mon, Dec 18, 2017","10:30p",NA,"Box Score","","Golden State Warriors","L","OT",114,116,10,18,"L 3","",-2,-2.96428571428571,14,4,2018
"751",29,"Wed, Dec 20, 2017","8:00p",NA,"Box Score","@","Houston Rockets","W","",122,116,11,18,"W 1","",6,-2.6551724137931,15,2,2018
"752",30,"Fri, Dec 22, 2017","10:30p",NA,"Box Score","@","Golden State Warriors","L","",106,113,11,19,"L 1","",-7,-2.8,16,2,2018
"753",31,"Sat, Dec 23, 2017","9:30p",NA,"Box Score","","Portland Trail Blazers","L","",92,95,11,20,"L 2","",-3,-2.80645161290323,16,1,2018
"754",32,"Mon, Dec 25, 2017","10:30p",NA,"Box Score","","Minnesota Timberwolves","L","",104,121,11,21,"L 3","",-17,-3.25,16,2,2018
"755",33,"Wed, Dec 27, 2017","10:30p",NA,"Box Score","","Memphis Grizzlies","L","",99,109,11,22,"L 4","",-10,-3.45454545454545,16,2,2018
"756",34,"Fri, Dec 29, 2017","10:30p",NA,"Box Score","","Los Angeles Clippers","L","",106,121,11,23,"L 5","",-15,-3.79411764705882,16,2,2018
"757",35,"Sun, Dec 31, 2017","7:00p",NA,"Box Score","@","Houston Rockets","L","2OT",142,148,11,24,"L 6","",-6,-3.85714285714286,17,2,2018
"758",36,"Mon, Jan 1, 2018","8:00p",NA,"Box Score","@","Minnesota Timberwolves","L","",96,114,11,25,"L 7","",-18,-4.25,18,1,2018
"759",37,"Wed, Jan 3, 2018","10:30p",NA,"Box Score","","Oklahoma City Thunder","L","",96,133,11,26,"L 8","",-37,-5.13513513513514,18,2,2018
"760",38,"Fri, Jan 5, 2018","10:30p",NA,"Box Score","","Charlotte Hornets","L","",94,108,11,27,"L 9","",-14,-5.36842105263158,18,2,2018
"761",39,"Sun, Jan 7, 2018","9:30p",NA,"Box Score","","Atlanta Hawks","W","",132,113,12,27,"W 1","",19,-4.74358974358974,18,2,2018
"762",40,"Tue, Jan 9, 2018","10:30p",NA,"Box Score","","Sacramento Kings","W","",99,86,13,27,"W 2","",13,-4.3,18,2,2018
"763",41,"Thu, Jan 11, 2018","10:30p",NA,"Box Score","","San Antonio Spurs","W","",93,81,14,27,"W 3","",12,-3.90243902439024,18,2,2018
"764",42,"Sat, Jan 13, 2018","2:00p",NA,"Box Score","@","Dallas Mavericks","W","OT",107,101,15,27,"W 4","",6,-3.66666666666667,19,2,2018
"765",43,"Mon, Jan 15, 2018","5:30p",NA,"Box Score","@","Memphis Grizzlies","L","",114,123,15,28,"L 1","",-9,-3.7906976744186,20,2,2018
"766",44,"Wed, Jan 17, 2018","8:00p",NA,"Box Score","@","Oklahoma City Thunder","L","",90,114,15,29,"L 2","",-24,-4.25,21,2,2018
"767",45,"Fri, Jan 19, 2018","10:30p",NA,"Box Score","","Indiana Pacers","W","",99,86,16,29,"W 1","",13,-3.86666666666667,21,2,2018
"768",46,"Sun, Jan 21, 2018","3:30p",NA,"Box Score","","New York Knicks","W","",127,107,17,29,"W 2","",20,-3.34782608695652,21,2,2018
"769",47,"Tue, Jan 23, 2018","10:30p",NA,"Box Score","","Boston Celtics","W","",108,107,18,29,"W 3","",1,-3.25531914893617,21,2,2018
"770",48,"Fri, Jan 26, 2018","8:00p",NA,"Box Score","@","Chicago Bulls","W","",108,103,19,29,"W 4","",5,-3.08333333333333,22,3,2018
"771",49,"Sun, Jan 28, 2018","6:00p",NA,"Box Score","@","Toronto Raptors","L","",111,123,19,30,"L 1","",-12,-3.26530612244898,23,2,2018
"772",50,"Wed, Jan 31, 2018","7:00p",NA,"Box Score","@","Orlando Magic","L","",105,127,19,31,"L 2","",-22,-3.64,24,3,2018
"773",51,"Fri, Feb 2, 2018","7:30p",NA,"Box Score","@","Brooklyn Nets","W","",102,99,20,31,"W 1","",3,-3.50980392156863,25,2,2018
"774",52,"Sun, Feb 4, 2018","2:00p",NA,"Box Score","@","Oklahoma City Thunder","W","",108,104,21,31,"W 2","",4,-3.36538461538462,26,2,2018
"775",53,"Tue, Feb 6, 2018","10:30p",NA,"Box Score","","Phoenix Suns","W","",112,93,22,31,"W 3","",19,-2.94339622641509,26,2,2018
"776",54,"Thu, Feb 8, 2018","10:30p",NA,"Box Score","","Oklahoma City Thunder","W","",106,81,23,31,"W 4","",25,-2.42592592592593,26,2,2018
"777",55,"Sat, Feb 10, 2018","8:30p",NA,"Box Score","@","Dallas Mavericks","L","",123,130,23,32,"L 1","",-7,-2.50909090909091,27,2,2018
"778",56,"Wed, Feb 14, 2018","8:00p",NA,"Box Score","@","New Orleans Pelicans","L","",117,139,23,33,"L 2","",-22,-2.85714285714286,28,4,2018
"779",57,"Thu, Feb 15, 2018","9:00p",NA,"Box Score","@","Minnesota Timberwolves","L","",111,119,23,34,"L 3","",-8,-2.94736842105263,29,1,2018
"780",58,"Fri, Feb 23, 2018","10:30p",NA,"Box Score","","Dallas Mavericks","W","",124,102,24,34,"W 1","",22,-2.51724137931034,29,8,2018
"781",59,"Sat, Feb 24, 2018","10:00p",NA,"Box Score","@","Sacramento Kings","W","",113,108,25,34,"W 2","",5,-2.38983050847458,30,1,2018
"782",60,"Mon, Feb 26, 2018","7:30p",NA,"Box Score","@","Atlanta Hawks","W","",123,104,26,34,"W 3","",19,-2.03333333333333,31,2,2018
"783",61,"Thu, Mar 1, 2018","7:30p",NA,"Box Score","@","Miami Heat","W","",131,113,27,34,"W 4","",18,-1.70491803278689,32,3,2018
"784",62,"Sat, Mar 3, 2018","9:00p",NA,"Box Score","@","San Antonio Spurs","W","",116,112,28,34,"W 5","",4,-1.61290322580645,33,2,2018
"785",63,"Mon, Mar 5, 2018","10:30p",NA,"Box Score","","Portland Trail Blazers","L","",103,108,28,35,"L 1","",-5,-1.66666666666667,33,2,2018
"786",64,"Wed, Mar 7, 2018","10:30p",NA,"Box Score","","Orlando Magic","W","",108,107,29,35,"W 1","",1,-1.625,33,2,2018
"787",65,"Fri, Mar 9, 2018","9:00p",NA,"Box Score","@","Denver Nuggets","L","",116,125,29,36,"L 1","",-9,-1.73846153846154,34,2,2018
"788",66,"Sun, Mar 11, 2018","9:00p",NA,"Box Score","","Cleveland Cavaliers","W","",127,113,30,36,"W 1","",14,-1.5,34,2,2018
"789",67,"Tue, Mar 13, 2018","10:30p",NA,"Box Score","","Denver Nuggets","W","",112,103,31,36,"W 2","",9,-1.34328358208955,34,2,2018
"790",68,"Wed, Mar 14, 2018","10:30p",NA,"Box Score","@","Golden State Warriors","L","",106,117,31,37,"L 1","",-11,-1.48529411764706,35,1,2018
"791",69,"Fri, Mar 16, 2018","10:30p",NA,"Box Score","","Miami Heat","L","",91,92,31,38,"L 2","",-1,-1.47826086956522,35,2,2018
"792",70,"Mon, Mar 19, 2018","7:00p",NA,"Box Score","@","Indiana Pacers","L","",100,110,31,39,"L 3","",-10,-1.6,36,3,2018
"793",71,"Thu, Mar 22, 2018","8:00p",NA,"Box Score","@","New Orleans Pelicans","L","",125,128,31,40,"L 4","",-3,-1.61971830985915,37,3,2018
"794",72,"Sat, Mar 24, 2018","8:00p",NA,"Box Score","@","Memphis Grizzlies","W","",100,93,32,40,"W 1","",7,-1.5,38,2,2018
"795",73,"Mon, Mar 26, 2018","7:00p",NA,"Box Score","@","Detroit Pistons","L","",106,112,32,41,"L 1","",-6,-1.56164383561644,39,2,2018
"796",74,"Wed, Mar 28, 2018","10:30p",NA,"Box Score","","Dallas Mavericks","W","",103,93,33,41,"W 1","",10,-1.40540540540541,39,2,2018
"797",75,"Fri, Mar 30, 2018","10:30p",NA,"Box Score","","Milwaukee Bucks","L","OT",122,124,33,42,"L 1","",-2,-1.41333333333333,39,2,2018
"798",76,"Sun, Apr 1, 2018","9:30p",NA,"Box Score","","Sacramento Kings","L","",83,84,33,43,"L 2","",-1,-1.40789473684211,39,2,2018
"799",77,"Tue, Apr 3, 2018","9:00p",NA,"Box Score","@","Utah Jazz","L","",110,117,33,44,"L 3","",-7,-1.48051948051948,40,2,2018
"800",78,"Wed, Apr 4, 2018","10:30p",NA,"Box Score","","San Antonio Spurs","W","OT",122,112,34,44,"W 1","",10,-1.33333333333333,40,1,2018
"801",79,"Fri, Apr 6, 2018","10:30p",NA,"Box Score","","Minnesota Timberwolves","L","",96,113,34,45,"L 1","",-17,-1.53164556962025,40,2,2018
"802",80,"Sun, Apr 8, 2018","6:00p",NA,"Box Score","","Utah Jazz","L","",97,112,34,46,"L 2","",-15,-1.7,40,2,2018
"803",81,"Tue, Apr 10, 2018","10:30p",NA,"Box Score","","Houston Rockets","L","",99,105,34,47,"L 3","",-6,-1.75308641975309,40,2,2018
"804",82,"Wed, Apr 11, 2018","10:30p",NA,"Box Score","@","Los Angeles Clippers","W","",115,100,35,47,"W 1","",15,-1.54878048780488,41,1,2018
