"","g","date","start_et","x","x_2","away_indicator","opponent","x_4","x_5","tm","opp","w","l","streak","notes","diff","avg_diff","away","daysbetweengames","year"
"542",66,"Mon, Mar 16, 2015","10:30p","ESPN","Box Score","@","Golden State Warriors","L","",105,108,17,49,"L 3","",-3,-6.09090909090909,33,1,2015
"543",67,"Thu, Mar 19, 2015","10:30p","","Box Score","","Utah Jazz","L","",73,80,17,50,"L 4","",-7,-6.1044776119403,33,3,2015
"544",68,"Sun, Mar 22, 2015","9:30p","","Box Score","","Philadelphia 76ers","W","",101,87,18,50,"W 1","",14,-5.80882352941176,33,3,2015
"545",69,"Tue, Mar 24, 2015","8:00p","TNT","Box Score","@","Oklahoma City Thunder","L","",117,127,18,51,"L 1","",-10,-5.8695652173913,34,2,2015
"546",70,"Wed, Mar 25, 2015","8:00p","","Box Score","@","Minnesota Timberwolves","W","OT",101,99,19,51,"W 1","",2,-5.75714285714286,35,1,2015
"547",71,"Fri, Mar 27, 2015","7:30p","","Box Score","@","Toronto Raptors","L","",83,94,19,52,"L 1","",-11,-5.83098591549296,36,2,2015
"548",72,"Sun, Mar 29, 2015","3:30p","","Box Score","@","Brooklyn Nets","L","",99,107,19,53,"L 2","",-8,-5.86111111111111,37,2,2015
"549",73,"Mon, Mar 30, 2015","7:00p","","Box Score","@","Philadelphia 76ers","W","OT",113,111,20,53,"W 1","",2,-5.75342465753425,38,1,2015
"550",74,"Wed, Apr 1, 2015","10:30p","","Box Score","","New Orleans Pelicans","L","",92,113,20,54,"L 1","",-21,-5.95945945945946,38,2,2015
"551",75,"Fri, Apr 3, 2015","10:30p","ESPN","Box Score","","Portland Trail Blazers","L","",77,107,20,55,"L 2","",-30,-6.28,38,2,2015
"552",76,"Sun, Apr 5, 2015","9:30p","NBA TV","Box Score","","Los Angeles Clippers","L","",78,106,20,56,"L 3","",-28,-6.56578947368421,38,2,2015
"553",77,"Tue, Apr 7, 2015","10:30p","TNT","Box Score","@","Los Angeles Clippers","L","",100,105,20,57,"L 4","",-5,-6.54545454545455,39,2,2015
"554",78,"Wed, Apr 8, 2015","9:00p","","Box Score","@","Denver Nuggets","L","",101,119,20,58,"L 5","",-18,-6.69230769230769,40,1,2015
"555",79,"Fri, Apr 10, 2015","10:30p","NBA TV","Box Score","","Minnesota Timberwolves","W","",106,98,21,58,"W 1","",8,-6.50632911392405,40,2,2015
"556",80,"Sun, Apr 12, 2015","9:30p","NBA TV","Box Score","","Dallas Mavericks","L","",106,120,21,59,"L 1","",-14,-6.6,40,2,2015
"557",81,"Mon, Apr 13, 2015","10:00p","","Box Score","@","Sacramento Kings","L","",92,102,21,60,"L 2","",-10,-6.64197530864198,41,1,2015
"558",82,"Wed, Apr 15, 2015","10:30p","","Box Score","","Sacramento Kings","L","",99,122,21,61,"L 3","",-23,-6.84146341463415,41,2,2015
"559",1,"Wed, Oct 28, 2015","10:30p",NA,"Box Score","","Minnesota Timberwolves","L","",111,112,0,1,"L 1","",-1,-1,0,NA,2016
"560",2,"Fri, Oct 30, 2015","10:00p",NA,"Box Score","@","Sacramento Kings","L","",114,132,0,2,"L 2","",-18,-9.5,1,2,2016
"561",3,"Sun, Nov 1, 2015","9:30p",NA,"Box Score","","Dallas Mavericks","L","",93,103,0,3,"L 3","",-10,-9.66666666666667,1,2,2016
"562",4,"Tue, Nov 3, 2015","10:30p",NA,"Box Score","","Denver Nuggets","L","",109,120,0,4,"L 4","",-11,-10,1,2,2016
"563",5,"Fri, Nov 6, 2015","7:30p",NA,"Box Score","@","Brooklyn Nets","W","",104,98,1,4,"W 1","",6,-6.8,2,3,2016
"564",6,"Sun, Nov 8, 2015","3:30p",NA,"Box Score","@","New York Knicks","L","",95,99,1,5,"L 1","",-4,-6.33333333333333,3,2,2016
"565",7,"Tue, Nov 10, 2015","7:30p",NA,"Box Score","@","Miami Heat","L","",88,101,1,6,"L 2","",-13,-7.28571428571429,4,2,2016
"566",8,"Wed, Nov 11, 2015","7:00p",NA,"Box Score","@","Orlando Magic","L","",99,101,1,7,"L 3","",-2,-6.625,5,1,2016
"567",9,"Fri, Nov 13, 2015","8:30p",NA,"Box Score","@","Dallas Mavericks","L","",82,90,1,8,"L 4","",-8,-6.77777777777778,6,2,2016
"568",10,"Sun, Nov 15, 2015","9:30p",NA,"Box Score","","Detroit Pistons","W","",97,85,2,8,"W 1","",12,-4.9,6,2,2016
"569",11,"Mon, Nov 16, 2015","9:00p",NA,"Box Score","@","Phoenix Suns","L","",101,120,2,9,"L 1","",-19,-6.18181818181818,7,1,2016
"570",12,"Fri, Nov 20, 2015","10:30p",NA,"Box Score","","Toronto Raptors","L","",91,102,2,10,"L 2","",-11,-6.58333333333333,7,4,2016
"571",13,"Sun, Nov 22, 2015","9:30p",NA,"Box Score","","Portland Trail Blazers","L","",93,107,2,11,"L 3","",-14,-7.15384615384615,7,2,2016
"572",14,"Tue, Nov 24, 2015","10:30p",NA,"Box Score","@","Golden State Warriors","L","",77,111,2,12,"L 4","",-34,-9.07142857142857,8,2,2016
"573",15,"Sat, Nov 28, 2015","10:00p",NA,"Box Score","@","Portland Trail Blazers","L","",96,108,2,13,"L 5","",-12,-9.26666666666667,9,4,2016
"574",16,"Sun, Nov 29, 2015","9:30p",NA,"Box Score","","Indiana Pacers","L","",103,107,2,14,"L 6","",-4,-8.9375,9,1,2016
"575",17,"Tue, Dec 1, 2015","7:00p",NA,"Box Score","@","Philadelphia 76ers","L","",91,103,2,15,"L 7","",-12,-9.11764705882353,10,2,2016
"576",18,"Wed, Dec 2, 2015","7:00p",NA,"Box Score","@","Washington Wizards","W","",108,104,3,15,"W 1","",4,-8.38888888888889,11,1,2016
"577",19,"Fri, Dec 4, 2015","8:00p",NA,"Box Score","@","Atlanta Hawks","L","",87,100,3,16,"L 1","",-13,-8.63157894736842,12,2,2016
"578",20,"Sun, Dec 6, 2015","6:00p",NA,"Box Score","@","Detroit Pistons","L","",91,111,3,17,"L 2","",-20,-9.2,13,2,2016
"579",21,"Mon, Dec 7, 2015","7:30p",NA,"Box Score","@","Toronto Raptors","L","",93,102,3,18,"L 3","",-9,-9.19047619047619,14,1,2016
"580",22,"Wed, Dec 9, 2015","8:00p",NA,"Box Score","@","Minnesota Timberwolves","L","OT",122,123,3,19,"L 4","",-1,-8.81818181818182,15,2,2016
"581",23,"Fri, Dec 11, 2015","9:30p",NA,"Box Score","@","San Antonio Spurs","L","",87,109,3,20,"L 5","",-22,-9.39130434782609,16,2,2016
"582",24,"Sat, Dec 12, 2015","8:00p",NA,"Box Score","@","Houston Rockets","L","",97,126,3,21,"L 6","",-29,-10.2083333333333,17,1,2016
"583",25,"Tue, Dec 15, 2015","10:30p",NA,"Box Score","","Milwaukee Bucks","W","",113,95,4,21,"W 1","",18,-9.08,17,3,2016
"584",26,"Thu, Dec 17, 2015","10:30p",NA,"Box Score","","Houston Rockets","L","",87,107,4,22,"L 1","",-20,-9.5,17,2,2016
"585",27,"Sat, Dec 19, 2015","5:00p",NA,"Box Score","@","Oklahoma City Thunder","L","",78,118,4,23,"L 2","",-40,-10.6296296296296,18,2,2016
"586",28,"Tue, Dec 22, 2015","9:00p",NA,"Box Score","@","Denver Nuggets","W","",111,107,5,23,"W 1","",4,-10.1071428571429,19,3,2016
"587",29,"Wed, Dec 23, 2015","10:30p",NA,"Box Score","","Oklahoma City Thunder","L","",85,120,5,24,"L 1","",-35,-10.9655172413793,19,1,2016
"588",30,"Fri, Dec 25, 2015","10:30p",NA,"Box Score","","Los Angeles Clippers","L","",84,94,5,25,"L 2","",-10,-10.9333333333333,19,2,2016
"589",31,"Sun, Dec 27, 2015","6:00p",NA,"Box Score","@","Memphis Grizzlies","L","",96,112,5,26,"L 3","",-16,-11.0967741935484,20,2,2016
"590",32,"Mon, Dec 28, 2015","7:00p",NA,"Box Score","@","Charlotte Hornets","L","",98,108,5,27,"L 4","",-10,-11.0625,21,1,2016
"591",33,"Wed, Dec 30, 2015","7:30p",NA,"Box Score","@","Boston Celtics","W","",112,104,6,27,"W 1","",8,-10.4848484848485,22,2,2016
"592",34,"Fri, Jan 1, 2016","10:30p",NA,"Box Score","","Philadelphia 76ers","W","",93,84,7,27,"W 2","",9,-9.91176470588235,22,2,2016
"593",35,"Sun, Jan 3, 2016","9:30p",NA,"Box Score","","Phoenix Suns","W","",97,77,8,27,"W 3","",20,-9.05714285714286,22,2,2016
"594",36,"Tue, Jan 5, 2016","10:30p",NA,"Box Score","","Golden State Warriors","L","",88,109,8,28,"L 1","",-21,-9.38888888888889,22,2,2016
"595",37,"Thu, Jan 7, 2016","10:30p",NA,"Box Score","@","Sacramento Kings","L","",115,118,8,29,"L 2","",-3,-9.21621621621622,23,2,2016
"596",38,"Fri, Jan 8, 2016","10:30p",NA,"Box Score","","Oklahoma City Thunder","L","",113,117,8,30,"L 3","",-4,-9.07894736842105,23,1,2016
"597",39,"Sun, Jan 10, 2016","9:30p",NA,"Box Score","","Utah Jazz","L","",74,86,8,31,"L 4","",-12,-9.15384615384615,23,2,2016
"598",40,"Tue, Jan 12, 2016","10:30p",NA,"Box Score","","New Orleans Pelicans","W","",95,91,9,31,"W 1","",4,-8.825,23,2,2016
"599",41,"Thu, Jan 14, 2016","10:30p",NA,"Box Score","@","Golden State Warriors","L","",98,116,9,32,"L 1","",-18,-9.04878048780488,24,2,2016
"600",42,"Sat, Jan 16, 2016","9:00p",NA,"Box Score","@","Utah Jazz","L","",82,109,9,33,"L 2","",-27,-9.47619047619048,25,2,2016
"601",43,"Sun, Jan 17, 2016","9:30p",NA,"Box Score","","Houston Rockets","L","",95,112,9,34,"L 3","",-17,-9.65116279069767,25,1,2016
"602",44,"Wed, Jan 20, 2016","10:30p",NA,"Box Score","","Sacramento Kings","L","",93,112,9,35,"L 4","",-19,-9.86363636363636,25,3,2016
"603",45,"Fri, Jan 22, 2016","10:30p",NA,"Box Score","","San Antonio Spurs","L","",95,108,9,36,"L 5","",-13,-9.93333333333333,25,2,2016
"604",46,"Sat, Jan 23, 2016","10:30p",NA,"Box Score","@","Portland Trail Blazers","L","",103,121,9,37,"L 6","",-18,-10.1086956521739,26,1,2016
"605",47,"Tue, Jan 26, 2016","10:30p",NA,"Box Score","","Dallas Mavericks","L","",90,92,9,38,"L 7","",-2,-9.93617021276596,26,3,2016
"606",48,"Thu, Jan 28, 2016","10:30p",NA,"Box Score","","Chicago Bulls","L","",91,114,9,39,"L 8","",-23,-10.2083333333333,26,2,2016
"607",49,"Fri, Jan 29, 2016","10:30p",NA,"Box Score","@","Los Angeles Clippers","L","",93,105,9,40,"L 9","",-12,-10.2448979591837,27,1,2016
"608",50,"Sun, Jan 31, 2016","9:30p",NA,"Box Score","","Charlotte Hornets","L","",82,101,9,41,"L 10","",-19,-10.42,27,2,2016
"609",51,"Tue, Feb 2, 2016","10:30p",NA,"Box Score","","Minnesota Timberwolves","W","",119,115,10,41,"W 1","",4,-10.1372549019608,27,2,2016
"610",52,"Thu, Feb 4, 2016","9:30p",NA,"Box Score","@","New Orleans Pelicans","W","",99,96,11,41,"W 2","",3,-9.88461538461539,28,2,2016
"611",53,"Sat, Feb 6, 2016","8:30p",NA,"Box Score","@","San Antonio Spurs","L","",102,106,11,42,"L 1","",-4,-9.77358490566038,29,2,2016
"612",54,"Mon, Feb 8, 2016","7:00p",NA,"Box Score","@","Indiana Pacers","L","",87,89,11,43,"L 2","",-2,-9.62962962962963,30,2,2016
"613",55,"Wed, Feb 10, 2016","8:00p",NA,"Box Score","@","Cleveland Cavaliers","L","",111,120,11,44,"L 3","",-9,-9.61818181818182,31,2,2016
"614",56,"Fri, Feb 19, 2016","10:30p",NA,"Box Score","","San Antonio Spurs","L","",113,119,11,45,"L 4","",-6,-9.55357142857143,31,9,2016
"615",57,"Sun, Feb 21, 2016","8:00p",NA,"Box Score","@","Chicago Bulls","L","",115,126,11,46,"L 5","",-11,-9.57894736842105,32,2,2016
"616",58,"Mon, Feb 22, 2016","8:00p",NA,"Box Score","@","Milwaukee Bucks","L","",101,108,11,47,"L 6","",-7,-9.53448275862069,33,1,2016
"617",59,"Wed, Feb 24, 2016","8:00p",NA,"Box Score","@","Memphis Grizzlies","L","",119,128,11,48,"L 7","",-9,-9.52542372881356,34,2,2016
"618",60,"Fri, Feb 26, 2016","10:30p",NA,"Box Score","","Memphis Grizzlies","L","",95,112,11,49,"L 8","",-17,-9.65,34,2,2016
"619",61,"Tue, Mar 1, 2016","10:30p",NA,"Box Score","","Brooklyn Nets","W","",107,101,12,49,"W 1","",6,-9.39344262295082,34,4,2016
"620",62,"Wed, Mar 2, 2016","9:00p",NA,"Box Score","@","Denver Nuggets","L","",107,117,12,50,"L 1","",-10,-9.40322580645161,35,1,2016
"621",63,"Fri, Mar 4, 2016","10:30p",NA,"Box Score","","Atlanta Hawks","L","",77,106,12,51,"L 2","",-29,-9.71428571428571,35,2,2016
"622",64,"Sun, Mar 6, 2016","3:30p",NA,"Box Score","","Golden State Warriors","W","",112,95,13,51,"W 1","",17,-9.296875,35,2,2016
"623",65,"Tue, Mar 8, 2016","10:30p",NA,"Box Score","","Orlando Magic","W","",107,98,14,51,"W 2","",9,-9.01538461538462,35,2,2016
"624",66,"Thu, Mar 10, 2016","10:30p",NA,"Box Score","","Cleveland Cavaliers","L","",108,120,14,52,"L 1","",-12,-9.06060606060606,35,2,2016
"625",67,"Sun, Mar 13, 2016","9:30p",NA,"Box Score","","New York Knicks","L","",87,90,14,53,"L 2","",-3,-8.97014925373134,35,3,2016
"626",68,"Tue, Mar 15, 2016","10:30p",NA,"Box Score","","Sacramento Kings","L","",98,106,14,54,"L 3","",-8,-8.95588235294118,35,2,2016
"627",69,"Fri, Mar 18, 2016","10:30p",NA,"Box Score","","Phoenix Suns","L","",90,95,14,55,"L 4","",-5,-8.89855072463768,35,3,2016
"628",70,"Tue, Mar 22, 2016","10:30p",NA,"Box Score","","Memphis Grizzlies","W","",107,100,15,55,"W 1","",7,-8.67142857142857,35,4,2016
"629",71,"Wed, Mar 23, 2016","10:00p",NA,"Box Score","@","Phoenix Suns","L","",107,119,15,56,"L 1","",-12,-8.71830985915493,36,1,2016
"630",72,"Fri, Mar 25, 2016","10:30p",NA,"Box Score","","Denver Nuggets","L","",105,116,15,57,"L 2","",-11,-8.75,36,2,2016
"631",73,"Sun, Mar 27, 2016","9:30p",NA,"Box Score","","Washington Wizards","L","",88,101,15,58,"L 3","",-13,-8.80821917808219,36,2,2016
"632",74,"Mon, Mar 28, 2016","9:00p",NA,"Box Score","@","Utah Jazz","L","",75,123,15,59,"L 4","",-48,-9.33783783783784,37,1,2016
"633",75,"Wed, Mar 30, 2016","10:30p",NA,"Box Score","","Miami Heat","W","OT",102,100,16,59,"W 1","",2,-9.18666666666667,37,2,2016
"634",76,"Sun, Apr 3, 2016","9:30p",NA,"Box Score","","Boston Celtics","L","",100,107,16,60,"L 1","",-7,-9.1578947368421,37,4,2016
"635",77,"Tue, Apr 5, 2016","10:30p",NA,"Box Score","@","Los Angeles Clippers","L","",81,103,16,61,"L 2","",-22,-9.32467532467532,38,2,2016
"636",78,"Wed, Apr 6, 2016","10:30p",NA,"Box Score","","Los Angeles Clippers","L","",81,91,16,62,"L 3","",-10,-9.33333333333333,38,1,2016
"637",79,"Fri, Apr 8, 2016","8:00p",NA,"Box Score","@","New Orleans Pelicans","L","",102,110,16,63,"L 4","",-8,-9.31645569620253,39,2,2016
"638",80,"Sun, Apr 10, 2016","3:30p",NA,"Box Score","@","Houston Rockets","L","",110,130,16,64,"L 5","",-20,-9.45,40,2,2016
"639",81,"Mon, Apr 11, 2016","8:00p",NA,"Box Score","@","Oklahoma City Thunder","L","",79,112,16,65,"L 6","",-33,-9.74074074074074,41,1,2016
"640",82,"Wed, Apr 13, 2016","10:30p",NA,"Box Score","","Utah Jazz","W","",101,96,17,65,"W 1","",5,-9.5609756097561,41,2,2016
"641",1,"Wed, Oct 26, 2016","10:30p",NA,"Box Score","","Houston Rockets","W","",120,114,1,0,"W 1","",6,6,0,NA,2017
"642",2,"Fri, Oct 28, 2016","9:00p",NA,"Box Score","@","Utah Jazz","L","",89,96,1,1,"L 1","",-7,-0.5,1,2,2017
"643",3,"Sun, Oct 30, 2016","7:00p",NA,"Box Score","@","Oklahoma City Thunder","L","",96,113,1,2,"L 2","",-17,-6,2,2,2017
"644",4,"Tue, Nov 1, 2016","7:00p",NA,"Box Score","@","Indiana Pacers","L","",108,115,1,3,"L 3","",-7,-6.25,3,2,2017
"645",5,"Wed, Nov 2, 2016","7:30p",NA,"Box Score","@","Atlanta Hawks","W","",123,116,2,3,"W 1","",7,-3.6,4,1,2017
"646",6,"Fri, Nov 4, 2016","10:30p",NA,"Box Score","","Golden State Warriors","W","",117,97,3,3,"W 2","",20,0.333333333333333,4,2,2017
"647",7,"Sun, Nov 6, 2016","9:30p",NA,"Box Score","","Phoenix Suns","W","",119,108,4,3,"W 3","",11,1.85714285714286,4,2,2017
"648",8,"Tue, Nov 8, 2016","10:30p",NA,"Box Score","","Dallas Mavericks","L","",97,109,4,4,"L 1","",-12,0.125,4,2,2017
"649",9,"Thu, Nov 10, 2016","10:30p",NA,"Box Score","@","Sacramento Kings","W","",101,91,5,4,"W 1","",10,1.22222222222222,5,2,2017
"650",10,"Sat, Nov 12, 2016","7:00p",NA,"Box Score","@","New Orleans Pelicans","W","",126,99,6,4,"W 2","",27,3.8,6,2,2017
"651",11,"Sun, Nov 13, 2016","7:00p",NA,"Box Score","@","Minnesota Timberwolves","L","",99,125,6,5,"L 1","",-26,1.09090909090909,7,1,2017
"652",12,"Tue, Nov 15, 2016","10:30p",NA,"Box Score","","Brooklyn Nets","W","",125,118,7,5,"W 1","",7,1.58333333333333,7,2,2017
"653",13,"Fri, Nov 18, 2016","10:30p",NA,"Box Score","","San Antonio Spurs","L","",107,116,7,6,"L 1","",-9,0.769230769230769,7,3,2017
"654",14,"Sun, Nov 20, 2016","9:30p",NA,"Box Score","","Chicago Bulls","L","",110,118,7,7,"L 2","",-8,0.142857142857143,7,2,2017
"655",15,"Tue, Nov 22, 2016","10:30p",NA,"Box Score","","Oklahoma City Thunder","W","",111,109,8,7,"W 1","",2,0.266666666666667,7,2,2017
"656",16,"Wed, Nov 23, 2016","10:30p",NA,"Box Score","@","Golden State Warriors","L","",106,149,8,8,"L 1","",-43,-2.4375,8,1,2017
"657",17,"Fri, Nov 25, 2016","10:30p",NA,"Box Score","","Golden State Warriors","L","",85,109,8,9,"L 2","",-24,-3.70588235294118,8,2,2017
"658",18,"Sun, Nov 27, 2016","9:30p",NA,"Box Score","","Atlanta Hawks","W","",109,94,9,9,"W 1","",15,-2.66666666666667,8,2,2017
"659",19,"Tue, Nov 29, 2016","8:00p",NA,"Box Score","@","New Orleans Pelicans","L","",88,105,9,10,"L 1","",-17,-3.42105263157895,9,2,2017
"660",20,"Wed, Nov 30, 2016","8:00p",NA,"Box Score","@","Chicago Bulls","W","",96,90,10,10,"W 1","",6,-2.95,10,1,2017
"661",21,"Fri, Dec 2, 2016","7:30p",NA,"Box Score","@","Toronto Raptors","L","",80,113,10,11,"L 1","",-33,-4.38095238095238,11,2,2017
"662",22,"Sat, Dec 3, 2016","8:00p",NA,"Box Score","@","Memphis Grizzlies","L","",100,103,10,12,"L 2","",-3,-4.31818181818182,12,1,2017
"663",23,"Mon, Dec 5, 2016","10:30p",NA,"Box Score","","Utah Jazz","L","",101,107,10,13,"L 3","",-6,-4.39130434782609,12,2,2017
"664",24,"Wed, Dec 7, 2016","8:00p",NA,"Box Score","@","Houston Rockets","L","",95,134,10,14,"L 4","",-39,-5.83333333333333,13,2,2017
"665",25,"Fri, Dec 9, 2016","10:30p",NA,"Box Score","","Phoenix Suns","L","",115,119,10,15,"L 5","",-4,-5.76,13,2,2017
"666",26,"Sun, Dec 11, 2016","9:30p",NA,"Box Score","","New York Knicks","L","",112,118,10,16,"L 6","",-6,-5.76923076923077,13,2,2017
"667",27,"Mon, Dec 12, 2016","10:30p",NA,"Box Score","@","Sacramento Kings","L","",92,116,10,17,"L 7","",-24,-6.44444444444444,14,1,2017
"668",28,"Wed, Dec 14, 2016","7:30p",NA,"Box Score","@","Brooklyn Nets","L","",97,107,10,18,"L 8","",-10,-6.57142857142857,15,2,2017
"669",29,"Fri, Dec 16, 2016","8:00p",NA,"Box Score","@","Philadelphia 76ers","W","",100,89,11,18,"W 1","",11,-5.96551724137931,16,2,2017
"670",30,"Sat, Dec 17, 2016","7:30p",NA,"Box Score","@","Cleveland Cavaliers","L","",108,119,11,19,"L 1","",-11,-6.13333333333333,17,1,2017
"671",31,"Tue, Dec 20, 2016","7:00p",NA,"Box Score","@","Charlotte Hornets","L","",113,117,11,20,"L 2","",-4,-6.06451612903226,18,3,2017
"672",32,"Thu, Dec 22, 2016","8:00p",NA,"Box Score","@","Miami Heat","L","",107,115,11,21,"L 3","",-8,-6.125,19,2,2017
"673",33,"Fri, Dec 23, 2016","7:00p",NA,"Box Score","@","Orlando Magic","L","",90,109,11,22,"L 4","",-19,-6.51515151515152,20,1,2017
"674",34,"Sun, Dec 25, 2016","10:30p",NA,"Box Score","","Los Angeles Clippers","W","",111,102,12,22,"W 1","",9,-6.05882352941176,20,2,2017
"675",35,"Tue, Dec 27, 2016","10:30p",NA,"Box Score","","Utah Jazz","L","",100,102,12,23,"L 1","",-2,-5.94285714285714,20,2,2017
"676",36,"Thu, Dec 29, 2016","10:30p",NA,"Box Score","","Dallas Mavericks","L","",89,101,12,24,"L 2","",-12,-6.11111111111111,20,2,2017
"677",37,"Sun, Jan 1, 2017","9:30p",NA,"Box Score","","Toronto Raptors","L","",114,123,12,25,"L 3","",-9,-6.18918918918919,20,3,2017
"678",38,"Tue, Jan 3, 2017","10:30p",NA,"Box Score","","Memphis Grizzlies","W","",116,102,13,25,"W 1","",14,-5.65789473684211,20,2,2017
"679",39,"Thu, Jan 5, 2017","10:30p",NA,"Box Score","@","Portland Trail Blazers","L","",109,118,13,26,"L 1","",-9,-5.74358974358974,21,2,2017
"680",40,"Fri, Jan 6, 2017","10:30p",NA,"Box Score","","Miami Heat","W","",127,100,14,26,"W 1","",27,-4.925,21,1,2017
"681",41,"Sun, Jan 8, 2017","9:30p",NA,"Box Score","","Orlando Magic","W","",111,95,15,26,"W 2","",16,-4.41463414634146,21,2,2017
"682",42,"Tue, Jan 10, 2017","10:30p",NA,"Box Score","","Portland Trail Blazers","L","",87,108,15,27,"L 1","",-21,-4.80952380952381,21,2,2017
"683",43,"Thu, Jan 12, 2017","8:30p",NA,"Box Score","@","San Antonio Spurs","L","",94,134,15,28,"L 2","",-40,-5.62790697674419,22,2,2017
"684",44,"Sat, Jan 14, 2017","3:30p",NA,"Box Score","@","Los Angeles Clippers","L","",97,113,15,29,"L 3","",-16,-5.86363636363636,23,2,2017
"685",45,"Sun, Jan 15, 2017","9:30p",NA,"Box Score","","Detroit Pistons","L","",97,102,15,30,"L 4","",-5,-5.84444444444444,23,1,2017
"686",46,"Tue, Jan 17, 2017","10:30p",NA,"Box Score","","Denver Nuggets","L","",121,127,15,31,"L 5","",-6,-5.84782608695652,23,2,2017
"687",47,"Fri, Jan 20, 2017","10:30p",NA,"Box Score","","Indiana Pacers","W","",108,95,16,31,"W 1","",13,-5.4468085106383,23,3,2017
"688",48,"Sun, Jan 22, 2017","3:30p",NA,"Box Score","@","Dallas Mavericks","L","",73,122,16,32,"L 1","",-49,-6.35416666666667,24,2,2017
"689",49,"Wed, Jan 25, 2017","10:30p",NA,"Box Score","@","Portland Trail Blazers","L","",98,105,16,33,"L 2","",-7,-6.36734693877551,25,3,2017
"690",50,"Thu, Jan 26, 2017","10:30p",NA,"Box Score","@","Utah Jazz","L","",88,96,16,34,"L 3","",-8,-6.4,26,1,2017
"691",51,"Tue, Jan 31, 2017","10:30p",NA,"Box Score","","Denver Nuggets","W","",120,116,17,34,"W 1","",4,-6.19607843137255,26,5,2017
"692",52,"Thu, Feb 2, 2017","7:00p",NA,"Box Score","@","Washington Wizards","L","",108,116,17,35,"L 1","",-8,-6.23076923076923,27,2,2017
"693",53,"Fri, Feb 3, 2017","8:00p",NA,"Box Score","@","Boston Celtics","L","",107,113,17,36,"L 2","",-6,-6.22641509433962,28,1,2017
"694",54,"Mon, Feb 6, 2017","7:00p",NA,"Box Score","@","New York Knicks","W","",121,107,18,36,"W 1","",14,-5.85185185185185,29,3,2017
"695",55,"Wed, Feb 8, 2017","7:30p",NA,"Box Score","@","Detroit Pistons","L","",102,121,18,37,"L 1","",-19,-6.09090909090909,30,2,2017
"696",56,"Fri, Feb 10, 2017","8:00p",NA,"Box Score","@","Milwaukee Bucks","W","",122,114,19,37,"W 1","",8,-5.83928571428571,31,2,2017
"697",57,"Tue, Feb 14, 2017","10:30p",NA,"Box Score","","Sacramento Kings","L","",96,97,19,38,"L 1","",-1,-5.75438596491228,31,4,2017
"698",58,"Wed, Feb 15, 2017","9:00p",NA,"Box Score","@","Phoenix Suns","L","",101,137,19,39,"L 2","",-36,-6.27586206896552,32,1,2017
"699",59,"Fri, Feb 24, 2017","8:00p",NA,"Box Score","@","Oklahoma City Thunder","L","",93,110,19,40,"L 3","",-17,-6.45762711864407,33,9,2017
"700",60,"Sun, Feb 26, 2017","3:30p",NA,"Box Score","","San Antonio Spurs","L","",98,119,19,41,"L 4","",-21,-6.7,33,2,2017
"701",61,"Tue, Feb 28, 2017","10:30p",NA,"Box Score","","Charlotte Hornets","L","",104,109,19,42,"L 5","",-5,-6.67213114754098,33,2,2017
"702",62,"Fri, Mar 3, 2017","10:30p",NA,"Box Score","","Boston Celtics","L","",95,115,19,43,"L 6","",-20,-6.88709677419355,33,3,2017
"703",63,"Sun, Mar 5, 2017","9:30p",NA,"Box Score","","New Orleans Pelicans","L","",97,105,19,44,"L 7","",-8,-6.90476190476191,33,2,2017
"704",64,"Tue, Mar 7, 2017","8:30p",NA,"Box Score","@","Dallas Mavericks","L","",111,122,19,45,"L 8","",-11,-6.96875,34,2,2017
"705",65,"Thu, Mar 9, 2017","10:30p",NA,"Box Score","@","Phoenix Suns","W","",122,110,20,45,"W 1","",12,-6.67692307692308,35,2,2017
"706",66,"Sun, Mar 12, 2017","9:30p",NA,"Box Score","","Philadelphia 76ers","L","",116,118,20,46,"L 1","",-2,-6.60606060606061,35,3,2017
"707",67,"Mon, Mar 13, 2017","10:30p",NA,"Box Score","@","Denver Nuggets","L","",101,129,20,47,"L 2","",-28,-6.92537313432836,36,1,2017
"708",68,"Wed, Mar 15, 2017","8:00p",NA,"Box Score","@","Houston Rockets","L","",100,139,20,48,"L 3","",-39,-7.39705882352941,37,2,2017
"709",69,"Fri, Mar 17, 2017","10:30p",NA,"Box Score","","Milwaukee Bucks","L","",103,107,20,49,"L 4","",-4,-7.34782608695652,37,2,2017
"710",70,"Sun, Mar 19, 2017","9:30p",NA,"Box Score","","Cleveland Cavaliers","L","",120,125,20,50,"L 5","",-5,-7.31428571428571,37,2,2017
"711",71,"Tue, Mar 21, 2017","10:30p",NA,"Box Score","","Los Angeles Clippers","L","",109,133,20,51,"L 6","",-24,-7.54929577464789,37,2,2017
"712",72,"Fri, Mar 24, 2017","10:30p",NA,"Box Score","","Minnesota Timberwolves","W","OT",130,119,21,51,"W 1","",11,-7.29166666666667,37,3,2017
"713",73,"Sun, Mar 26, 2017","9:30p",NA,"Box Score","","Portland Trail Blazers","L","",81,97,21,52,"L 1","",-16,-7.41095890410959,37,2,2017
"714",74,"Tue, Mar 28, 2017","10:30p",NA,"Box Score","","Washington Wizards","L","",108,119,21,53,"L 2","",-11,-7.45945945945946,37,2,2017
"715",75,"Thu, Mar 30, 2017","8:00p",NA,"Box Score","@","Minnesota Timberwolves","L","",104,119,21,54,"L 3","",-15,-7.56,38,2,2017
